epoch,train_loss,val_loss,velo_val_loss
0,0.8571489968083121,0.8220707178115845,0.008545800112187862
1,0.8334660865366459,0.7839734554290771,0.008115413598716259
2,0.8160305199297991,0.7553964257240295,0.00791917834430933
3,0.797162922268564,0.7371985912322998,0.007864716462790966
4,0.7894834947179664,0.726385772228241,0.00794703233987093
5,0.7824049913747744,0.7430543303489685,0.00820542685687542
6,0.7661217457868836,0.7225168943405151,0.007731982972472906
7,0.7690786319700155,0.7029597163200378,0.007684601936489344
8,0.7479190606285225,0.6722427606582642,0.00749861029908061
9,0.7485060048374262,0.6932343244552612,0.007526845671236515
10,0.7578784047879956,0.705554187297821,0.007694772444665432
11,0.7244459129869938,0.7650371193885803,0.008249097503721714
12,0.763096456500617,0.6675145626068115,0.007569745182991028
13,0.714157642965967,0.6860364079475403,0.00812765397131443
14,0.7153946229002692,0.6764744520187378,0.008102423511445522
15,0.7059462487020276,0.6498430967330933,0.007909828796982765
16,0.7025367783551867,0.6437143087387085,0.007764414884150028
17,0.698243457485329,0.6450720429420471,0.007740141358226538
18,0.7074258759279143,0.6375214457511902,0.00795112457126379
19,0.6778010998598554,0.6307517886161804,0.007959439419209957
20,0.6652171457694336,0.6180750131607056,0.00796960573643446
21,0.6691373942250555,0.6015628576278687,0.00820937566459179
22,0.6561304078522053,0.5999886989593506,0.008006803691387177
23,0.6565874179994519,0.6080937385559082,0.007921947166323662
24,0.6673656934025612,0.6090998649597168,0.008350049145519733
25,0.6546809448098595,0.578295886516571,0.008055176585912704
26,0.645823122933507,0.6061633825302124,0.007773058954626322
27,0.6557418595660817,0.5984894633293152,0.008253144100308418
28,0.6315338249233636,0.5962997674942017,0.007877025753259659
29,0.6244064218957316,0.5739986896514893,0.007830848917365074
30,0.6000602507794445,0.5659579038619995,0.007576323579996824
31,0.6005588678473776,0.5400329828262329,0.008243273012340069
32,0.5878695220771161,0.5171915292739868,0.00865566823631525
33,0.5621037959036502,0.5030936002731323,0.00769964000210166
34,0.5574714085933837,0.5273690223693848,0.0083195511251688
35,0.5478307772427797,0.4954153895378113,0.007763217203319073
36,0.5443050024861639,0.4803161025047302,0.00840995367616415
37,0.5334474417296323,0.49100449681282043,0.007788896560668945
38,0.5091845777563073,0.464363157749176,0.007912295870482922
39,0.5305834825743329,0.4837202727794647,0.009333326481282711
40,0.531323251907121,0.4872925877571106,0.008783718571066856
41,0.501719369129701,0.5102572441101074,0.009343045763671398
42,0.5179715617136522,0.4518119990825653,0.009144490584731102
43,0.49631504849954083,0.46478864550590515,0.008486228063702583
44,0.4964667741547931,0.4573478698730469,0.008836441673338413
45,0.483368650756099,0.4736190140247345,0.008108922280371189
46,0.4880320538174022,0.4558005630970001,0.008442599326372147
47,0.4813745893876661,0.41672617197036743,0.00817553699016571
48,0.475192680446939,0.43219244480133057,0.008613484911620617
49,0.4739699380641634,0.4168454706668854,0.008496429771184921
