epoch,train_loss,val_loss,velo_val_loss
0,1.436855940024058,0.9656670689582825,0.00386417587287724
1,0.9074136038621267,0.896289587020874,0.0036295410245656967
2,0.8911262611548106,0.8833120465278625,0.0036206659860908985
3,0.8678311030069987,0.8500744700431824,0.0035033125896006823
4,0.8317658106486002,0.8208016753196716,0.003421145724132657
5,0.8407397965590159,0.7828646302223206,0.0032684372272342443
6,0.8267828941345214,0.8097649216651917,0.003381864633411169
7,0.8104486087958018,0.8166310787200928,0.003385371994227171
8,0.8050155838330587,0.8265287280082703,0.0035176994279026985
9,0.8043994426727294,0.7555899024009705,0.0031891397666186094
10,0.8023572583993276,0.7446547150611877,0.003161998698487878
11,0.7780525386333466,0.7566245198249817,0.0031715622171759605
12,0.7868090013662974,0.8147517442703247,0.003354020416736603
13,0.7874731798966725,0.8250420689582825,0.0034091761335730553
14,0.7947992563247681,0.7784053087234497,0.0032521882094442844
15,0.7943635404109954,0.8607951998710632,0.003567763138562441
16,0.7976791977882385,0.7702239751815796,0.003224926767870784
17,0.7605401605367661,0.8005937933921814,0.0033230064436793327
18,0.7952968358993531,0.7516119480133057,0.0031809292268007994
19,0.7697779933611552,0.773725152015686,0.0032108942978084087
20,0.7899649580319722,0.722122073173523,0.003008174244314432
21,0.7733233988285064,0.7412609457969666,0.0030950827058404684
22,0.7670762002468109,0.7928332686424255,0.003250682493671775
23,0.7783060808976491,0.8021262288093567,0.003320347983390093
24,0.7532950609922409,0.7657644152641296,0.0031583376694470644
25,0.7656899253527324,0.7611521482467651,0.003160857828333974
26,0.7538538455963135,0.7777841687202454,0.003214094089344144
27,0.7402751167615255,0.694267213344574,0.0029426920227706432
28,0.7314072112242381,0.7100551128387451,0.0029732086695730686
29,0.7385497371355693,0.726760983467102,0.003022997174412012
30,0.7223344047864279,0.65835040807724,0.0027830584440380335
31,0.714169979095459,0.6418521404266357,0.00275086285546422
32,0.7089575250943502,0.6626335382461548,0.0028424321208149195
33,0.708882188796997,0.6679526567459106,0.002870002994313836
34,0.7090559244155884,0.7191499471664429,0.0030264442320913076
35,0.6863444705804189,0.6848108172416687,0.0029273335821926594
36,0.6814004878203074,0.7297974228858948,0.0030637651216238737
37,0.6693614224592844,0.6770336627960205,0.0029574627988040447
38,0.6843488782644271,0.6799600720405579,0.002959428820759058
39,0.6672675371170044,0.6324014067649841,0.0028621098026633263
40,0.6748198390007019,0.6513413190841675,0.0029060696251690388
41,0.6690801908572515,0.6202767491340637,0.0027974455151706934
42,0.6664463450511297,0.627569854259491,0.0028082458302378654
43,0.6555734823147455,0.7165225148200989,0.003070544684305787
44,0.6647102534770966,0.6762053966522217,0.003006919054314494
45,0.6637661248445511,0.599306046962738,0.0027945793699473143
46,0.6544662674268087,0.6519180536270142,0.0029449921566993
47,0.6558952222267787,0.6155502200126648,0.002786011900752783
48,0.6434332390626272,0.6677578687667847,0.0029362766072154045
49,0.6601620892683665,0.9618666172027588,0.003906536381691694
